time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_av	arrivals_av	stuck_av	en-route_av	departures_bike	arrivals_bike	stuck_bike	en-route_bike	departures_car	arrivals_car	stuck_car	en-route_car	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_walk	arrivals_walk	stuck_walk	en-route_walk
00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:05:00	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:10:00	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:15:00	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:20:00	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:25:00	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:30:00	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:35:00	2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:40:00	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:45:00	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:50:00	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:55:00	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01:00:00	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01:05:00	3900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01:10:00	4200	3	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	2	0	0	0	0
01:15:00	4500	1	1	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0
01:20:00	4800	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
01:25:00	5100	3	0	0	6	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	2	0	0	0	0
01:30:00	5400	2	2	0	6	2	0	0	2	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0
01:35:00	5700	0	3	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0
01:40:00	6000	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
01:45:00	6300	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
01:50:00	6600	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
01:55:00	6900	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
02:00:00	7200	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
02:05:00	7500	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
02:10:00	7800	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
02:15:00	8100	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
02:20:00	8400	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
02:25:00	8700	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
02:30:00	9000	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
02:35:00	9300	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
02:40:00	9600	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
02:45:00	9900	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
02:50:00	10200	4	0	0	5	0	0	0	0	0	0	0	1	1	0	0	1	3	0	0	3	0	0	0	0
02:55:00	10500	1	1	0	5	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	3	0	0	0	0
03:00:00	10800	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0
03:05:00	11100	2	1	0	6	0	0	0	0	0	0	0	1	2	1	0	2	0	0	0	3	0	0	0	0
03:10:00	11400	1	0	0	7	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	4	0	0	0	0
03:15:00	11700	2	0	0	9	0	0	0	0	0	0	0	1	2	0	0	4	0	0	0	4	0	0	0	0
03:20:00	12000	1	1	0	9	0	0	0	0	0	0	0	1	1	1	0	4	0	0	0	4	0	0	0	0
03:25:00	12300	3	2	0	10	0	0	0	0	0	0	0	1	2	2	0	4	1	0	0	5	0	0	0	0
03:30:00	12600	2	2	0	10	0	0	0	0	0	0	0	1	2	2	0	4	0	0	0	5	0	0	0	0
03:35:00	12900	1	3	0	8	0	0	0	0	0	0	0	1	1	3	0	2	0	0	0	5	0	0	0	0
03:40:00	13200	3	2	0	9	0	0	0	0	0	0	0	1	2	2	0	2	1	0	0	6	0	0	0	0
03:45:00	13500	7	3	0	13	1	0	0	1	1	0	0	2	3	2	0	3	1	1	0	6	1	0	0	1
03:50:00	13800	7	4	0	16	0	0	0	1	0	1	0	1	5	0	0	8	1	3	0	4	1	0	0	2
03:55:00	14100	8	5	0	19	1	0	0	2	0	0	0	1	5	4	0	9	0	1	0	3	2	0	0	4
04:00:00	14400	10	4	0	25	1	1	0	2	0	1	0	0	5	2	0	12	2	0	0	5	2	0	0	6
04:05:00	14700	4	3	0	26	0	0	0	2	0	0	0	0	4	2	0	14	0	0	0	5	0	1	0	5
04:10:00	15000	4	4	0	26	0	0	0	2	0	0	0	0	4	2	0	16	0	1	0	4	0	1	0	4
04:15:00	15300	10	6	0	30	0	1	0	1	0	0	0	0	6	5	0	17	2	0	0	6	2	0	0	6
04:20:00	15600	10	6	0	34	0	0	0	1	0	0	0	0	3	4	0	16	2	0	0	8	5	2	0	9
04:25:00	15900	9	11	0	32	0	1	0	0	1	0	0	1	4	7	0	13	1	0	0	9	3	3	0	9
04:30:00	16200	10	8	0	34	0	0	0	0	0	0	0	1	5	3	0	15	0	1	0	8	5	4	0	10
04:35:00	16500	6	4	0	36	1	0	0	1	1	0	0	2	4	3	0	16	0	0	0	8	0	1	0	9
04:40:00	16800	9	13	0	32	2	0	0	3	1	1	0	2	5	9	0	12	1	1	0	8	0	2	0	7
04:45:00	17100	8	6	0	34	2	0	0	5	0	0	0	2	3	3	0	12	1	2	0	7	2	1	0	8
04:50:00	17400	9	8	0	35	0	3	0	2	1	0	0	3	6	3	0	15	1	1	0	7	1	1	0	8
04:55:00	17700	17	9	0	43	1	1	0	2	1	1	0	3	7	5	0	17	7	1	0	13	1	1	0	8
05:00:00	18000	15	7	0	51	1	0	0	3	0	1	0	2	10	5	0	22	2	0	0	15	2	1	0	9
05:05:00	18300	23	14	0	60	2	0	0	5	2	0	0	4	13	12	0	23	4	1	0	18	2	1	0	10
05:10:00	18600	23	15	0	68	2	2	0	5	1	1	0	4	12	10	0	25	4	0	0	22	4	2	0	12
05:15:00	18900	43	9	0	102	4	0	0	9	3	0	0	7	25	8	0	42	9	1	0	30	2	0	0	14
05:20:00	19200	43	24	0	121	1	4	0	6	9	0	0	16	21	16	0	47	9	3	0	36	3	1	0	16
05:25:00	19500	55	33	0	143	2	2	0	6	6	3	0	19	31	23	0	55	11	1	0	46	5	4	0	17
05:30:00	19800	52	24	0	171	2	2	0	6	3	3	0	19	27	17	0	65	14	0	0	60	6	2	0	21
05:35:00	20100	54	26	0	199	2	0	0	8	4	1	0	22	26	21	0	70	15	4	0	71	7	0	0	28
05:40:00	20400	52	34	0	217	0	1	0	7	5	2	0	25	32	26	0	76	12	2	0	81	3	3	0	28
05:45:00	20700	79	36	0	260	7	2	0	12	6	6	0	25	31	18	0	89	24	5	0	100	11	5	0	34
05:50:00	21000	85	47	0	298	5	2	0	15	7	2	0	30	35	28	0	96	28	8	0	120	10	7	0	37
05:55:00	21300	95	49	0	344	5	3	0	17	11	5	0	36	40	29	0	107	28	7	0	141	11	5	0	43
06:00:00	21600	97	52	0	389	5	0	0	22	10	3	0	43	47	36	0	118	29	7	0	163	6	6	0	43
06:05:00	21900	104	59	0	434	6	2	0	26	6	12	0	37	46	29	0	135	37	9	0	191	9	7	0	45
06:10:00	22200	135	50	0	519	2	2	0	26	12	5	0	44	64	33	0	166	37	4	0	224	20	6	0	59
06:15:00	22500	145	88	0	576	5	2	0	29	13	9	0	48	76	53	0	189	35	11	0	248	16	13	0	62
06:20:00	22800	167	87	0	656	8	2	0	35	12	12	0	48	84	44	0	229	39	20	0	267	24	9	0	77
06:25:00	23100	166	115	0	707	6	4	0	37	15	10	0	53	89	66	0	252	38	23	0	282	18	12	0	83
06:30:00	23400	197	100	0	804	7	1	0	43	17	6	0	64	90	58	0	284	60	22	0	320	23	13	0	93
