time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_av	arrivals_av	stuck_av	en-route_av	departures_bike	arrivals_bike	stuck_bike	en-route_bike	departures_car	arrivals_car	stuck_car	en-route_car	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_walk	arrivals_walk	stuck_walk	en-route_walk
00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:05:00	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:10:00	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:15:00	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:20:00	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:25:00	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:30:00	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:35:00	2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:40:00	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:45:00	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:50:00	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:55:00	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01:00:00	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01:05:00	3900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01:10:00	4200	3	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	2	0	0	0	0
01:15:00	4500	1	1	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0
01:20:00	4800	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
01:25:00	5100	3	0	0	6	1	0	0	1	0	0	0	0	2	0	0	3	0	0	0	2	0	0	0	0
01:30:00	5400	2	2	0	6	1	0	0	2	0	0	0	0	1	2	0	2	0	0	0	2	0	0	0	0
01:35:00	5700	0	2	0	4	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0
01:40:00	6000	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
01:45:00	6300	0	1	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
01:50:00	6600	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
01:55:00	6900	1	2	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
02:00:00	7200	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1
02:05:00	7500	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
02:10:00	7800	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
02:15:00	8100	1	1	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
02:20:00	8400	1	1	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
02:25:00	8700	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
02:30:00	9000	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
02:35:00	9300	1	1	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
02:40:00	9600	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
02:45:00	9900	1	0	0	3	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
02:50:00	10200	4	0	0	7	0	0	0	1	0	0	0	1	4	0	0	4	0	0	0	0	0	0	0	1
02:55:00	10500	1	2	0	6	0	1	0	0	0	0	0	1	1	1	0	4	0	0	0	0	0	0	0	1
03:00:00	10800	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1
03:05:00	11100	2	1	0	7	0	0	0	0	0	0	0	1	1	1	0	4	0	0	0	0	1	0	0	2
03:10:00	11400	1	1	0	7	0	0	0	0	0	0	0	1	0	1	0	3	1	0	0	1	0	0	0	2
03:15:00	11700	2	1	0	8	0	0	0	0	1	0	0	2	1	1	0	3	0	0	0	1	0	0	0	2
03:20:00	12000	1	1	0	8	0	0	0	0	0	0	0	2	1	1	0	3	0	0	0	1	0	0	0	2
03:25:00	12300	3	2	0	9	0	0	0	0	0	0	0	2	2	1	0	4	0	0	0	1	1	1	0	2
03:30:00	12600	2	3	0	8	0	0	0	0	0	0	0	2	2	3	0	3	0	0	0	1	0	0	0	2
03:35:00	12900	1	3	0	6	0	0	0	0	1	1	0	2	0	2	0	1	0	0	0	1	0	0	0	2
03:40:00	13200	3	1	0	8	0	0	0	0	0	0	0	2	3	1	0	3	0	0	0	1	0	0	0	2
03:45:00	13500	7	3	0	12	0	0	0	0	1	0	0	3	2	2	0	3	2	1	0	2	2	0	0	4
03:50:00	13800	7	1	0	18	1	0	0	1	0	1	0	2	5	0	0	8	1	0	0	3	0	0	0	4
03:55:00	14100	8	3	0	23	0	0	0	1	0	0	0	2	5	3	0	10	0	0	0	3	3	0	0	7
04:00:00	14400	10	4	0	29	0	0	0	1	0	1	0	1	7	3	0	14	2	0	0	5	1	0	0	8
04:05:00	14700	4	3	0	30	0	0	0	1	0	1	0	0	4	1	0	17	0	0	0	5	0	1	0	7
04:10:00	15000	4	5	0	29	1	0	0	2	1	0	0	1	1	2	0	16	0	2	0	3	1	1	0	7
04:15:00	15300	10	6	0	33	1	0	0	3	0	0	0	1	7	6	0	17	0	0	0	3	2	0	0	9
04:20:00	15600	10	6	0	37	0	0	0	3	1	0	0	2	6	4	0	19	1	0	0	4	2	2	0	9
04:25:00	15900	9	13	0	33	0	1	0	2	2	1	0	3	2	8	0	13	2	0	0	6	3	3	0	9
04:30:00	16200	10	7	0	36	0	0	0	2	1	0	0	4	4	4	0	13	1	0	0	7	4	3	0	10
04:35:00	16500	6	7	0	35	1	1	0	2	1	0	0	5	4	4	0	13	0	1	0	6	0	1	0	9
04:40:00	16800	9	13	0	31	3	1	0	4	1	1	0	5	3	8	0	8	1	1	0	6	1	2	0	8
04:45:00	17100	8	7	0	32	1	2	0	3	0	2	0	3	3	2	0	9	2	1	0	7	2	0	0	10
04:50:00	17400	9	5	0	36	0	2	0	1	1	0	0	4	6	2	0	13	1	0	0	8	1	1	0	10
04:55:00	17700	16	6	0	46	0	1	0	0	1	1	0	4	8	3	0	18	6	1	0	13	1	0	0	11
05:00:00	18000	15	9	0	52	3	0	0	3	0	1	0	3	7	6	0	19	3	0	0	16	2	2	0	11
05:05:00	18300	23	11	0	64	1	1	0	3	6	0	0	9	12	9	0	22	2	0	0	18	2	1	0	12
05:10:00	18600	23	11	0	76	1	0	0	4	0	2	0	7	11	8	0	25	6	0	0	24	5	1	0	16
05:15:00	18900	43	11	0	108	0	1	0	3	5	0	0	12	23	9	0	39	10	0	0	34	5	1	0	20
05:20:00	19200	42	21	0	129	2	2	0	3	6	0	0	18	22	15	0	46	8	3	0	39	4	1	0	23
05:25:00	19500	57	30	0	156	3	0	0	6	4	3	0	19	36	18	0	64	9	4	0	44	5	5	0	23
05:30:00	19800	52	32	0	176	5	2	0	9	4	4	0	19	24	23	0	65	13	1	0	56	6	2	0	27
05:35:00	20100	54	31	0	199	1	0	0	10	5	1	0	23	26	25	0	66	16	4	0	68	6	1	0	32
05:40:00	20400	51	29	0	221	1	0	0	11	4	3	0	24	31	20	0	77	11	2	0	77	4	4	0	32
05:45:00	20700	79	37	0	263	3	0	0	14	7	6	0	25	35	21	0	91	23	3	0	97	11	7	0	36
05:50:00	21000	86	50	0	299	4	1	0	17	8	3	0	30	36	29	0	98	25	9	0	113	13	8	0	41
05:55:00	21300	95	40	0	354	5	2	0	20	8	5	0	33	42	25	0	115	29	6	0	136	11	2	0	50
06:00:00	21600	97	51	0	400	6	3	0	23	8	2	0	39	46	35	0	126	29	5	0	160	8	6	0	52
06:05:00	21900	104	67	0	437	4	3	0	24	10	9	0	40	43	35	0	134	36	11	0	185	11	9	0	54
06:10:00	22200	135	54	0	518	5	0	0	29	8	6	0	42	66	33	0	167	38	8	0	215	18	7	0	65
06:15:00	22500	146	91	0	573	8	3	0	34	11	8	0	45	74	53	0	188	36	11	0	240	17	16	0	66
06:20:00	22800	167	88	0	652	9	2	0	41	9	11	0	43	84	44	0	228	41	19	0	262	24	12	0	78
06:25:00	23100	165	104	0	713	10	2	0	49	19	9	0	53	85	59	0	254	33	21	0	274	18	13	0	83
06:30:00	23400	195	110	0	798	5	2	0	52	16	8	0	61	88	64	0	278	64	21	0	317	22	15	0	90
