time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_bike	arrivals_bike	stuck_bike	en-route_bike	departures_car	arrivals_car	stuck_car	en-route_car	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_walk	arrivals_walk	stuck_walk	en-route_walk
03:05:00	11100	2	1	0	6	0	0	0	1	2	1	0	5	0	0	0	0	0	0	0	0
03:10:00	11400	1	1	0	6	0	0	0	1	1	1	0	5	0	0	0	0	0	0	0	0
03:15:00	11700	2	2	0	6	0	0	0	1	2	2	0	5	0	0	0	0	0	0	0	0
03:20:00	12000	1	2	0	5	0	0	0	1	1	2	0	4	0	0	0	0	0	0	0	0
03:25:00	12300	3	2	0	6	0	0	0	1	3	2	0	5	0	0	0	0	0	0	0	0
03:30:00	12600	2	3	0	5	1	0	0	2	1	3	0	3	0	0	0	0	0	0	0	0
03:35:00	12900	1	3	0	3	0	0	0	2	1	3	0	1	0	0	0	0	0	0	0	0
03:40:00	13200	3	1	0	5	0	0	0	2	3	1	0	3	0	0	0	0	0	0	0	0
03:45:00	13500	7	2	0	10	0	0	0	2	3	2	0	4	2	0	0	2	2	0	0	2
03:50:00	13800	7	1	0	16	0	1	0	1	5	0	0	9	1	0	0	3	1	0	0	3
03:55:00	14100	8	4	0	20	0	0	0	1	5	4	0	10	0	0	0	3	3	0	0	6
04:00:00	14400	10	5	0	25	0	1	0	0	8	3	0	15	1	0	0	4	1	1	0	6
04:05:00	14700	4	4	0	25	0	0	0	0	4	1	0	18	0	0	0	4	0	3	0	3
04:10:00	15000	4	3	0	26	0	0	0	0	4	2	0	20	0	0	0	4	0	1	0	2
04:15:00	15300	10	7	0	29	0	0	0	0	8	7	0	21	0	0	0	4	2	0	0	4
04:20:00	15600	10	8	0	31	0	0	0	0	6	6	0	21	1	0	0	5	3	2	0	5
04:25:00	15900	9	12	0	28	1	0	0	1	5	9	0	17	0	0	0	5	3	3	0	5
04:30:00	16200	10	10	0	28	1	0	0	2	5	6	0	16	0	0	0	5	4	4	0	5
04:35:00	16500	6	5	0	29	0	0	0	2	5	3	0	18	0	1	0	4	1	1	0	5
04:40:00	16800	9	10	0	28	3	0	0	5	6	7	0	17	0	1	0	3	0	2	0	3
04:45:00	17100	8	10	0	26	1	1	0	5	3	6	0	14	2	2	0	3	2	1	0	4
04:50:00	17400	9	7	0	28	1	1	0	5	6	5	0	15	1	0	0	4	1	1	0	4
04:55:00	17700	17	6	0	39	1	1	0	5	10	5	0	20	6	0	0	10	0	0	0	4
05:00:00	18000	15	7	0	47	1	1	0	5	9	5	0	24	4	0	0	14	1	1	0	4
05:05:00	18300	23	12	0	58	2	0	0	7	16	11	0	29	4	0	0	18	1	1	0	4
05:10:00	18600	23	12	0	69	0	1	0	6	12	10	0	31	5	0	0	23	6	1	0	9
05:15:00	18900	43	11	0	101	1	0	0	7	27	11	0	47	11	0	0	34	4	0	0	13
05:20:00	19200	43	27	0	117	2	2	0	7	27	20	0	54	10	3	0	41	4	2	0	15
05:25:00	19500	56	30	0	143	2	2	0	7	37	20	0	71	14	1	0	54	3	7	0	11
05:30:00	19800	52	30	0	165	1	3	0	5	35	24	0	82	10	1	0	63	6	2	0	15
05:35:00	20100	53	34	0	184	2	0	0	7	30	27	0	85	19	6	0	76	2	1	0	16
05:40:00	20400	52	31	0	205	0	1	0	6	36	22	0	99	12	3	0	85	4	5	0	15
05:45:00	20700	79	33	0	251	4	4	0	6	44	23	0	120	25	2	0	108	6	4	0	17
05:50:00	21000	85	51	0	285	4	2	0	8	46	37	0	129	28	7	0	129	7	5	0	19
05:55:00	21300	96	45	0	336	3	1	0	10	52	32	0	149	31	7	0	153	10	5	0	24
06:00:00	21600	96	57	0	375	5	2	0	13	51	41	0	159	34	9	0	178	6	5	0	25
06:05:00	21900	104	65	0	414	4	4	0	13	59	44	0	174	35	9	0	204	6	8	0	23
06:10:00	22200	135	62	0	487	7	4	0	16	74	41	0	207	35	11	0	228	19	6	0	36
06:15:00	22500	147	84	0	550	3	3	0	16	94	53	0	248	37	12	0	253	13	16	0	33
06:20:00	22800	165	88	0	627	7	4	0	19	100	56	0	292	40	19	0	274	18	9	0	42
06:25:00	23100	169	119	0	677	9	7	0	21	109	72	0	329	36	27	0	283	15	13	0	44
06:30:00	23400	195	108	0	764	8	6	0	23	106	69	0	366	58	17	0	324	23	16	0	51
06:35:00	23700	193	147	0	810	12	7	0	28	111	86	0	391	56	32	0	348	14	22	0	43
06:40:00	24000	227	136	0	901	14	10	0	32	118	93	0	416	66	22	0	392	29	11	0	61
06:45:00	24300	233	161	0	973	20	9	0	43	113	101	0	428	66	33	0	425	34	18	0	77
06:50:00	24600	225	169	0	1029	28	14	0	57	108	106	0	430	68	39	0	454	21	10	0	88
06:55:00	24900	263	217	0	1075	27	33	0	51	117	114	0	433	88	37	0	505	31	33	0	86
07:00:00	25200	280	193	0	1162	31	27	0	55	131	98	0	466	81	44	0	542	37	24	0	99
07:05:00	25500	281	207	0	1236	26	18	0	63	147	99	0	514	62	63	0	541	46	27	0	118
07:10:00	25800	294	225	0	1305	30	30	0	63	145	111	0	548	79	53	0	567	40	31	0	127
07:15:00	26100	320	248	0	1377	20	33	0	50	160	125	0	583	85	57	0	595	55	33	0	149
07:20:00	26400	262	229	0	1410	24	19	0	55	125	103	0	605	71	60	0	606	42	47	0	144
07:25:00	26700	274	261	0	1423	35	28	0	62	124	130	0	599	70	65	0	611	45	38	0	151
07:30:00	27000	303	293	0	1433	23	29	0	56	128	132	0	595	72	90	0	593	80	42	0	189
07:35:00	27300	271	274	0	1430	20	23	0	53	122	112	0	605	55	82	0	566	74	57	0	206
07:40:00	27600	291	312	0	1409	26	26	0	53	134	133	0	606	58	87	0	537	73	66	0	213
07:45:00	27900	320	312	0	1417	24	24	0	53	117	135	0	588	51	80	0	508	128	73	0	268
07:50:00	28200	317	306	0	1428	28	18	0	63	134	130	0	592	55	73	0	490	100	85	0	283
07:55:00	28500	294	322	0	1400	19	21	0	61	115	125	0	582	50	83	0	457	110	93	0	300
08:00:00	28800	285	340	0	1345	21	19	0	63	117	127	0	572	43	78	0	422	104	116	0	288
08:05:00	29100	291	351	0	1285	19	33	0	49	119	130	0	561	42	78	0	386	111	110	0	289
08:10:00	29400	257	319	0	1223	15	22	0	42	91	127	0	525	43	56	0	373	108	114	0	283
08:15:00	29700	196	294	0	1125	23	20	0	45	64	114	0	475	36	61	0	348	73	99	0	257
08:20:00	30000	196	259	0	1062	16	22	0	39	75	97	0	453	37	50	0	335	68	90	0	235
08:25:00	30300	207	250	0	1019	16	17	0	38	81	100	0	434	34	50	0	319	76	83	0	228
08:30:00	30600	184	235	0	968	13	13	0	38	85	105	0	414	33	35	0	317	53	82	0	199
08:35:00	30900	181	219	0	930	12	19	0	31	75	87	0	402	28	54	0	291	66	59	0	206
08:40:00	31200	208	222	0	916	16	11	0	36	89	93	0	398	37	50	0	278	66	68	0	204
08:45:00	31500	241	268	0	889	21	19	0	38	105	107	0	396	30	51	0	257	85	91	0	198
08:50:00	31800	218	240	0	867	15	16	0	37	115	98	0	413	18	40	0	235	70	86	0	182
08:55:00	32100	248	232	0	883	18	11	0	44	115	98	0	430	41	52	0	224	74	71	0	185
09:00:00	32400	265	258	0	890	16	21	0	39	120	109	0	441	38	41	0	221	91	87	0	189
09:05:00	32700	236	238	0	888	16	26	0	29	109	100	0	450	28	29	0	220	83	83	0	189
09:10:00	33000	255	256	0	887	16	13	0	32	114	120	0	444	34	33	0	221	91	90	0	190
09:15:00	33300	162	259	0	790	10	19	0	23	77	109	0	412	15	34	0	202	60	97	0	153
09:20:00	33600	171	216	0	745	8	13	0	18	82	95	0	399	19	29	0	192	62	79	0	136
09:25:00	33900	194	249	0	690	17	13	0	22	83	119	0	363	12	39	0	165	82	78	0	140
09:30:00	34200	205	202	0	693	14	11	0	25	98	89	0	372	20	29	0	156	73	73	0	140
09:35:00	34500	170	197	0	666	9	12	0	22	82	99	0	355	23	31	0	148	56	55	0	141
09:40:00	34800	176	208	0	634	5	11	0	16	71	86	0	340	24	31	0	141	76	80	0	137
09:45:00	35100	230	194	0	670	17	10	0	23	104	88	0	356	28	20	0	149	81	76	0	142
09:50:00	35400	248	219	0	699	8	11	0	20	121	101	0	376	37	23	0	163	82	84	0	140
09:55:00	35700	246	227	0	718	11	8	0	23	104	101	0	379	36	29	0	170	95	89	0	146
10:00:00	36000	280	250	0	748	14	11	0	26	120	111	0	388	31	30	0	171	115	98	0	163
10:05:00	36300	243	227	0	764	10	13	0	23	116	111	0	393	26	19	0	178	91	84	0	170
10:10:00	36600	278	260	0	782	15	17	0	21	126	112	0	407	26	25	0	179	111	106	0	175
