pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
remote_work_3---remote_work_4	9	4	1	1	2	1	0	1	0	0	1	0	1
remote_work_3---shop_1	0	0	1	2	0	0	0	0	0	0	0	0	0
remote_work_3---shop_4	1	0	0	1	0	0	0	0	0	0	0	0	0
remote_work_3---work_1	0	1	0	1	0	0	0	0	0	0	0	0	0
remote_work_3---work_2	0	0	0	0	0	0	0	0	1	0	0	0	0
remote_work_3---work_3	0	2	2	0	0	0	0	1	1	0	0	0	0
remote_work_3---work_4	0	1	1	0	0	1	0	0	1	0	0	0	0
remote_work_4---home_1	4	2	4	1	2	0	0	0	0	0	1	1	0
remote_work_4---home_2	7	2	0	0	0	0	0	0	0	0	0	0	0
remote_work_4---work_2	0	1	0	0	0	0	0	0	0	0	0	0	0
remote_work_4---work_5	0	0	0	0	0	0	1	0	0	0	0	0	0
remote_work_5---home_1	0	2	2	0	0	0	0	0	0	0	0	0	0
shop_1---education_1	4	3	1	2	0	1	0	2	0	0	0	0	0
shop_1---education_2	22	10	5	2	1	1	1	1	0	0	0	0	0
shop_1---education_3	1	0	0	0	0	0	0	0	0	0	0	0	0
shop_1---escort_kids_1	6	2	0	1	1	0	1	0	0	0	1	0	0
shop_1---escort_kids_2	1	2	0	0	0	0	0	0	0	0	0	0	0
shop_1---escort_kids_3	0	0	0	0	0	0	0	1	0	0	0	0	0
shop_1---escort_kids_4	2	0	0	0	0	0	0	0	0	0	0	0	0
shop_1---escort_other_1	13	5	6	2	2	1	0	1	0	0	0	1	1
